Employee_ID,Employee_Name,Department,Role,Base_Salary,Overtime_Hours,Overtime_Pay,Bonuses,Deductions,Net_Pay
2239,Employee_87,Sales,Account Manager,80684.32,4.64,269.98,12693.6,11120.64,82527.26
2240,Employee_55,Marketing,Marketing Manager,81947.1,4.11,242.89,12309.78,6561.85,87937.92
2241,Employee_443,HR,Recruiter,68940.96,18.69,929.21,9810.86,7582.01,72099.02
2242,Employee_421,Engineering,Data Scientist,100666.63,4.76,345.56,1401.85,9643.39,92770.65
2243,Employee_304,Finance,Accountant,63297.68,15.97,728.99,4922.77,8316.96,60632.48
2244,Employee_221,Product,UI/UX Designer,113858.89,4.17,342.4,17408.19,13392.89,118216.59
2245,Employee_481,HR,Recruiter,79195.58,11.7,668.21,6552.19,4100.26,82315.72
2246,Employee_4,Sales,Sales Executive,71168.05,0.75,38.49,438.4,10312.59,61332.35
2247,Employee_122,Product,Product Manager,148996.86,9.29,998.21,4972.37,16023.48,138943.96
2248,Employee_52,Sales,Sales Executive,71454.59,11.56,595.68,1141.85,7440.79,65751.33
2249,Employee_266,Product,UI/UX Designer,113689.27,4.67,382.88,7300.76,10356.31,111016.6
2250,Employee_325,Finance,Financial Analyst,75453.15,16.08,874.97,10089.54,3972.99,82444.67
2251,Employee_481,HR,Recruiter,79195.58,10.11,577.4,8865.38,7790.5,80847.86
2252,Employee_120,Engineering,Software Engineer,128400.74,3.0,277.79,12749.99,7872.97,133555.55
2253,Employee_181,Sales,Account Manager,95002.11,5.52,378.18,13271.89,12969.7,95682.48
2254,Employee_411,Marketing,SEO Specialist,87708.74,19.15,1211.27,11472.34,6958.73,93433.62
2255,Employee_31,Marketing,Marketing Manager,97052.22,17.13,1198.92,11446.98,6930.38,102767.74
2256,Employee_176,Product,UI/UX Designer,114770.41,15.74,1302.75,1502.9,14884.07,102691.99
2257,Employee_381,Customer Support,Support Specialist,65083.74,2.28,107.01,6153.98,8994.68,62350.05
2258,Employee_89,Customer Support,Customer Success Manager,74171.99,2.66,142.28,446.78,6948.36,67812.69
2259,Employee_174,Finance,Accountant,66142.72,1.55,73.93,7685.97,8636.08,65266.54
2260,Employee_195,Finance,Financial Analyst,74309.51,7.44,398.7,7825.31,4400.66,78132.86
2261,Employee_375,Customer Support,Support Specialist,54588.51,7.52,296.04,53.86,7174.72,47763.69
2262,Employee_451,Product,Product Manager,137426.48,5.6,554.99,6466.49,8841.68,135606.28
2263,Employee_432,Product,Product Manager,143714.09,0.17,17.62,26445.87,13449.16,156728.42
2264,Employee_429,Product,Product Manager,149748.91,1.65,178.19,13743.11,20927.16,142743.05
2265,Employee_497,Product,UI/UX Designer,88729.23,16.59,1061.55,15816.81,6059.32,99548.27
2266,Employee_215,Finance,Financial Analyst,71260.68,11.16,573.51,6457.87,8276.52,70015.54
2267,Employee_73,Customer Support,Support Specialist,68474.48,7.28,359.49,8940.5,8184.81,69589.66
2268,Employee_3,Customer Support,Support Specialist,50014.1,17.41,627.94,5167.6,6897.75,48911.89
2269,Employee_280,Engineering,Software Engineer,98211.37,15.93,1128.25,1472.82,14428.17,86384.27
2270,Employee_97,Finance,Financial Analyst,94069.24,8.43,571.88,2610.53,6789.89,90461.76
2271,Employee_291,Customer Support,Customer Success Manager,81411.1,16.5,968.71,3699.71,4938.03,81141.49
2272,Employee_159,Sales,Sales Executive,115150.24,1.73,143.66,22822.08,15289.6,122826.38
2273,Employee_315,Sales,Sales Executive,102728.26,13.91,1030.49,7994.46,5518.68,106234.53
2274,Employee_277,Customer Support,Customer Success Manager,88147.67,17.34,1102.27,15251.06,6435.33,98065.67
2275,Employee_400,Engineering,Software Engineer,135118.26,3.99,388.79,25510.12,10409.36,150607.81
2276,Employee_262,HR,Recruiter,75192.06,19.02,1031.36,3736.5,9648.0,70311.92
2277,Employee_290,HR,HR Manager,83853.89,17.94,1084.86,1073.19,9849.88,76162.06
2278,Employee_108,HR,Recruiter,64312.62,11.8,547.28,4009.71,7212.1,61657.51
2279,Employee_39,Engineering,Data Scientist,103730.54,1.19,89.02,2731.39,5928.01,100622.94
2280,Employee_66,Customer Support,Customer Success Manager,65321.41,11.67,549.74,11203.42,4708.35,72366.22
2281,Employee_126,Engineering,DevOps Engineer,118802.64,0.56,47.98,2305.91,15840.2,105316.33
2282,Employee_247,Finance,Accountant,84445.3,5.2,316.67,1695.65,9939.14,76518.48
2283,Employee_4,Sales,Sales Executive,71168.05,3.17,162.69,1044.52,10182.55,62192.71
2284,Employee_211,Engineering,Software Engineer,111808.28,8.39,676.49,22173.97,16149.37,118509.37
2285,Employee_262,HR,Recruiter,75192.06,0.29,15.73,7561.47,3936.62,78832.64
2286,Employee_175,Engineering,Data Scientist,152038.11,4.05,444.05,10191.38,21473.49,141200.05
2287,Employee_181,Sales,Account Manager,95002.11,11.68,800.21,4757.41,9372.9,91186.83
2288,Employee_235,Sales,Account Manager,106550.25,18.04,1386.18,8590.61,13663.1,102863.94
2289,Employee_367,HR,Recruiter,74387.34,2.45,131.43,4878.96,5712.48,73685.25
2290,Employee_462,Sales,Account Manager,84405.31,12.33,750.52,3209.11,8142.09,80222.85
2291,Employee_31,Marketing,Marketing Manager,97052.22,17.29,1210.12,7235.53,9092.88,96404.99
2292,Employee_155,Finance,Financial Analyst,72645.62,11.03,577.85,4864.93,9225.48,68862.92
2293,Employee_316,Finance,Financial Analyst,74949.96,0.02,1.08,851.81,7450.73,68352.12
2294,Employee_389,Sales,Sales Executive,76662.36,3.45,190.73,10313.18,8956.3,78209.97
2295,Employee_269,HR,HR Manager,72400.4,4.61,240.7,25.3,9680.59,62985.81
2296,Employee_339,Customer Support,Customer Success Manager,79059.43,16.22,924.77,1840.73,10619.62,71205.31
2297,Employee_263,Finance,Accountant,68914.7,10.91,542.21,6449.48,4538.24,71368.15
2298,Employee_484,Engineering,Software Engineer,101671.36,7.29,534.51,10763.01,6660.27,106308.61
2299,Employee_208,Engineering,Data Scientist,122722.27,7.57,669.96,11099.78,7255.08,127236.93
2300,Employee_52,Sales,Sales Executive,71454.59,13.76,709.05,6209.04,7464.78,70907.9
2301,Employee_484,Engineering,Software Engineer,101671.36,3.92,287.42,14831.56,6036.58,110753.76
2302,Employee_130,Product,Product Manager,120880.4,16.14,1406.98,3329.73,16323.21,109293.9
2303,Employee_474,Finance,Financial Analyst,93360.52,2.92,196.6,10632.47,9487.02,94702.57
2304,Employee_39,Engineering,Data Scientist,103730.54,17.21,1287.41,12518.02,14196.57,103339.4
2305,Employee_107,Customer Support,Customer Success Manager,89662.43,6.41,414.47,13842.05,10635.77,93283.18
2306,Employee_186,Product,Product Manager,117465.53,6.37,539.61,7312.32,10134.16,115183.3
2307,Employee_220,Engineering,Software Engineer,144989.51,5.92,618.99,9473.27,17429.05,137652.72
2308,Employee_178,Product,Product Manager,137275.37,15.41,1525.54,15839.99,14315.58,140325.32
2309,Employee_286,Engineering,Data Scientist,142446.53,4.04,415.01,8605.01,13874.36,137592.19
2310,Employee_399,Sales,Sales Executive,89522.7,0.09,5.81,2823.34,9792.99,82558.86
2311,Employee_351,Finance,Financial Analyst,80067.6,7.53,434.79,6707.32,4793.65,82416.06
2312,Employee_284,HR,HR Manager,73448.53,18.65,987.85,7727.33,10166.18,71997.53
2313,Employee_150,HR,HR Manager,90583.36,7.0,457.27,13793.92,12036.65,92797.9
2314,Employee_399,Sales,Sales Executive,89522.7,16.22,1047.16,462.51,4576.47,86455.9
2315,Employee_156,Customer Support,Customer Success Manager,70001.96,19.33,975.82,2052.17,6934.15,66095.8
2316,Employee_429,Product,Product Manager,149748.91,18.93,2044.29,2910.46,16928.81,137774.85
2317,Employee_29,Product,UI/UX Designer,106964.69,6.11,471.31,6219.51,14132.21,99523.3
2318,Employee_173,Sales,Account Manager,100304.46,4.99,360.95,3872.86,12302.75,92235.52
2319,Employee_85,Finance,Financial Analyst,81611.97,1.09,64.15,3259.88,10000.86,74935.14
2320,Employee_399,Sales,Sales Executive,89522.7,1.43,92.32,13931.82,10305.27,93241.57
2321,Employee_380,Engineering,Data Scientist,154624.44,4.97,554.19,19272.21,21536.61,152914.23
2322,Employee_337,Sales,Account Manager,101678.67,19.53,1432.06,6603.52,9925.8,99788.45
2323,Employee_472,Customer Support,Support Specialist,50113.75,4.71,170.22,7673.7,4898.08,53059.59
2324,Employee_387,Marketing,SEO Specialist,68055.14,9.56,469.19,6371.45,4372.54,70523.24
2325,Employee_474,Finance,Financial Analyst,93360.52,8.25,555.45,14478.14,7583.72,100810.39
2326,Employee_419,Marketing,Marketing Manager,100758.36,10.75,781.12,12456.82,14373.87,99622.43
2327,Employee_267,Finance,Accountant,75095.24,19.26,1043.03,11482.57,6978.14,80642.7
2328,Employee_176,Product,UI/UX Designer,114770.41,15.44,1277.92,10133.69,6147.78,120034.24
2329,Employee_406,Marketing,Marketing Manager,103274.64,4.17,310.57,2208.85,12616.79,93177.27
2330,Employee_68,Finance,Financial Analyst,82135.3,9.05,536.05,11552.3,5698.66,88524.99
2331,Employee_73,Customer Support,Support Specialist,68474.48,3.93,194.07,3720.38,3780.84,68608.09
2332,Employee_117,Finance,Financial Analyst,83711.44,3.88,234.23,1859.4,7829.08,77975.99
2333,Employee_188,Finance,Accountant,82553.93,6.58,391.73,10444.37,10749.35,82640.68
2334,Employee_56,Engineering,Software Engineer,131539.74,0.27,25.61,22158.02,16546.19,137177.18
2335,Employee_416,Product,UI/UX Designer,93593.77,16.24,1096.13,3694.76,13602.57,84782.09
2336,Employee_11,Engineering,Data Scientist,111590.14,1.47,118.3,9323.2,16729.64,104302.0
2337,Employee_202,Engineering,Data Scientist,114994.97,9.81,813.53,3937.15,14202.71,105542.94
2338,Employee_437,HR,Recruiter,62033.47,5.71,255.44,6207.36,5764.37,62731.9
2339,Employee_421,Engineering,Data Scientist,100666.63,7.89,572.78,17788.77,14295.09,104733.09
2340,Employee_325,Finance,Financial Analyst,75453.15,6.44,350.42,10000.95,11073.22,74731.3
2341,Employee_368,Product,Product Manager,131026.37,16.56,1564.76,448.6,11008.83,122030.9
2342,Employee_84,Customer Support,Support Specialist,54354.26,10.07,394.72,3473.52,3114.78,55107.72
2343,Employee_330,Product,Product Manager,137055.41,8.35,825.3,5414.13,10267.98,133026.86
2344,Employee_447,Engineering,DevOps Engineer,131328.68,18.67,1768.2,12675.19,18916.36,126855.71
2345,Employee_99,Marketing,SEO Specialist,70291.63,2.98,151.06,9601.76,6052.29,73992.16
2346,Employee_423,Customer Support,Support Specialist,59597.55,0.56,24.07,11732.94,5389.27,65965.29
2347,Employee_251,Engineering,DevOps Engineer,130086.17,18.68,1752.41,16484.33,15593.93,132728.98
2348,Employee_18,Customer Support,Customer Success Manager,77236.02,11.84,659.48,10724.8,4361.06,84259.24
2349,Employee_254,Finance,Accountant,82933.2,13.97,835.51,7126.24,7416.86,83478.09
2350,Employee_304,Finance,Accountant,63297.68,11.02,503.03,2568.73,7746.15,58623.29
2351,Employee_169,Engineering,Software Engineer,129605.63,14.4,1345.9,24232.24,8845.33,146338.44
2352,Employee_68,Finance,Financial Analyst,82135.3,5.75,340.59,6166.97,11742.94,76899.92
2353,Employee_456,HR,HR Manager,77609.09,15.55,870.3,8381.07,4697.1,82163.36
2354,Employee_185,Customer Support,Support Specialist,60047.4,1.32,57.16,1038.91,4614.48,56528.99
2355,Employee_95,Marketing,Marketing Manager,93792.09,5.6,378.78,16246.64,11433.91,98983.6
2356,Employee_209,Product,UI/UX Designer,110534.91,18.66,1487.44,18587.39,15553.65,115056.09
2357,Employee_310,HR,HR Manager,89918.54,8.72,565.45,9217.29,5125.1,94576.18
2358,Employee_330,Product,Product Manager,137055.41,0.02,1.98,23800.42,11525.23,149332.58
2359,Employee_229,Finance,Financial Analyst,83373.71,14.86,893.46,1176.5,5106.69,80336.98
2360,Employee_85,Finance,Financial Analyst,81611.97,4.84,284.86,15970.63,10429.3,87438.16
2361,Employee_105,Sales,Account Manager,76655.51,18.51,1023.24,40.04,6797.32,70921.47
2362,Employee_147,Finance,Accountant,67467.77,0.2,9.73,13130.34,10053.3,70554.54
2363,Employee_289,Finance,Accountant,71597.01,12.74,657.8,4077.03,6778.91,69552.93
2364,Employee_400,Engineering,Software Engineer,135118.26,16.47,1604.85,22392.88,16297.38,142818.61
2365,Employee_187,Product,UI/UX Designer,96225.14,18.49,1283.08,4069.05,6253.38,95323.89
2366,Employee_27,Engineering,Software Engineer,103921.89,6.21,465.4,15078.97,13929.24,105537.02
2367,Employee_196,Marketing,Marketing Manager,88603.71,8.76,559.74,8189.61,9381.21,87971.85
2368,Employee_171,Marketing,SEO Specialist,66355.47,9.33,446.46,5106.32,4742.24,67166.01
2369,Employee_80,HR,HR Manager,89721.21,2.32,150.11,3827.5,6191.11,87507.71
2370,Employee_13,Engineering,DevOps Engineer,127605.42,5.88,541.1,690.73,16073.66,112763.59
2371,Employee_389,Sales,Sales Executive,76662.36,16.17,893.96,435.9,6008.32,71983.9
2372,Employee_489,Finance,Accountant,64463.64,4.95,230.12,2025.87,7862.94,58856.69
2373,Employee_16,Sales,Sales Executive,111813.1,8.31,670.07,19884.92,7476.91,124891.18
2374,Employee_136,Customer Support,Support Specialist,52510.59,12.62,477.9,1215.52,7427.63,46776.38
2375,Employee_82,Marketing,Marketing Manager,79216.73,19.33,1104.27,692.96,4119.37,76894.59
2376,Employee_249,Engineering,Data Scientist,118913.47,19.85,1702.23,7716.77,7406.24,120926.23
2377,Employee_362,Customer Support,Customer Success Manager,67335.11,0.13,6.31,354.3,3564.85,64130.87
2378,Employee_53,Customer Support,Support Specialist,51882.42,6.34,237.21,4864.95,4461.6,52522.98
2379,Employee_346,Engineering,Software Engineer,137223.05,11.55,1142.98,1284.46,18452.38,121198.11
2380,Employee_314,HR,Recruiter,70744.29,18.82,960.15,13908.6,9087.64,76525.4
2381,Employee_286,Engineering,Data Scientist,142446.53,6.11,627.66,11287.91,8304.12,146057.98
2382,Employee_66,Customer Support,Customer Success Manager,65321.41,17.72,834.73,6300.73,7353.53,65103.34
2383,Employee_395,HR,HR Manager,83509.64,13.38,805.79,4214.62,6960.88,81569.17
2384,Employee_394,Marketing,Marketing Manager,100815.91,10.88,791.02,15690.32,10254.55,107042.7
2385,Employee_393,Finance,Financial Analyst,94363.94,7.49,509.7,5080.28,8831.2,91122.72
2386,Employee_444,Customer Support,Customer Success Manager,74527.22,5.85,314.41,4449.47,10886.77,68404.33
2387,Employee_92,HR,Recruiter,70659.98,2.57,130.96,4613.95,3591.29,71813.6
2388,Employee_292,Customer Support,Support Specialist,62299.2,17.11,768.71,8908.01,9309.29,62666.63
2389,Employee_451,Product,Product Manager,137426.48,8.18,810.68,6651.94,7349.49,137539.61
2390,Employee_289,Finance,Accountant,71597.01,11.98,618.56,3534.47,4325.52,71424.52
2391,Employee_291,Customer Support,Customer Success Manager,81411.1,6.51,382.2,6457.04,12024.72,76225.62
2392,Employee_269,HR,HR Manager,72400.4,5.03,262.63,10935.18,9842.06,73756.15
2393,Employee_10,Product,Product Manager,141596.14,0.69,70.46,13945.18,10630.09,144981.69
2394,Employee_491,Finance,Accountant,75710.03,11.32,618.06,4133.06,9379.88,71081.27
2395,Employee_257,Marketing,SEO Specialist,85680.73,0.17,10.5,13581.22,8807.57,90464.88
2396,Employee_188,Finance,Accountant,82553.93,5.06,301.24,1557.7,7385.91,77026.96
2397,Employee_17,Product,UI/UX Designer,94594.4,1.65,112.56,12193.51,4816.58,102083.89
2398,Employee_497,Product,UI/UX Designer,88729.23,3.52,225.24,10551.51,4819.71,94686.27
2399,Employee_188,Finance,Accountant,82553.93,10.06,598.91,13924.37,10626.69,86450.52
2400,Employee_317,Marketing,Marketing Manager,97191.0,17.08,1197.13,2859.66,8563.68,92684.11
2401,Employee_166,Marketing,Marketing Manager,105627.26,10.31,785.35,17728.58,6666.59,117474.6
2402,Employee_157,Engineering,DevOps Engineer,119119.41,19.36,1663.09,6718.72,17218.14,110283.08
2403,Employee_81,Marketing,Marketing Manager,85981.08,5.49,340.41,13641.48,6687.67,93275.3
2404,Employee_51,Customer Support,Customer Success Manager,86347.22,18.4,1145.76,5783.24,9376.7,83899.52
2405,Employee_330,Product,Product Manager,137055.41,7.98,788.73,781.35,13127.29,125498.2
2406,Employee_232,Marketing,Marketing Manager,76549.94,13.46,743.05,10510.03,5083.58,82719.44
2407,Employee_217,Engineering,DevOps Engineer,98089.2,13.81,976.88,18072.36,10813.37,106325.07
2408,Employee_376,Customer Support,Support Specialist,58931.35,1.62,68.85,10175.18,8435.71,60739.67
2409,Employee_67,Finance,Financial Analyst,76158.95,11.21,615.68,5313.74,4256.72,77831.65
2410,Employee_208,Engineering,Data Scientist,122722.27,10.8,955.82,10252.84,8988.14,124942.79
2411,Employee_387,Marketing,SEO Specialist,68055.14,2.26,110.92,600.4,7677.18,61089.28
2412,Employee_331,Engineering,Software Engineer,143104.09,1.84,189.89,6904.62,13195.38,137003.22
2413,Employee_365,Marketing,SEO Specialist,67548.02,4.18,203.62,10018.65,5356.21,72414.08
2414,Employee_194,Finance,Financial Analyst,80900.03,6.43,375.13,14439.96,9350.25,86364.87
2415,Employee_170,Product,Product Manager,119576.64,18.09,1559.96,2345.01,9463.22,114018.39
2416,Employee_392,Sales,Sales Executive,102457.38,18.47,1364.7,8981.23,13175.55,99627.76
2417,Employee_497,Product,UI/UX Designer,88729.23,12.95,828.64,10853.87,4519.19,95892.55
2418,Employee_105,Sales,Account Manager,76655.51,3.54,195.69,1469.12,6261.49,72058.83
2419,Employee_282,Product,UI/UX Designer,115364.11,15.1,1256.25,11462.26,12624.89,115457.73
2420,Employee_497,Product,UI/UX Designer,88729.23,11.24,719.22,4365.18,7436.98,86376.65
2421,Employee_215,Finance,Financial Analyst,71260.68,17.29,888.53,4785.52,10507.25,66427.48
2422,Employee_247,Finance,Accountant,84445.3,3.32,202.18,5655.67,11992.81,78310.34
2423,Employee_345,Product,Product Manager,135486.09,13.94,1362.03,10914.97,19823.0,127940.09
2424,Employee_79,Engineering,Software Engineer,113808.36,3.08,252.79,13992.0,10366.11,117687.04
2425,Employee_186,Product,Product Manager,117465.53,13.45,1139.36,2527.68,16862.83,104269.74
2426,Employee_418,HR,HR Manager,80728.98,10.93,636.32,6476.7,11045.83,76796.17
2427,Employee_342,Product,Product Manager,150305.95,5.55,601.59,28976.34,18687.63,161196.25
2428,Employee_203,Sales,Account Manager,96305.12,15.51,1077.18,17258.06,7239.33,107401.03
2429,Employee_257,Marketing,SEO Specialist,85680.73,10.53,650.64,4928.93,8439.3,82821.0
2430,Employee_255,Engineering,DevOps Engineer,109543.64,6.52,515.07,14503.75,13525.74,111036.72
2431,Employee_381,Customer Support,Support Specialist,65083.74,11.45,537.41,2160.11,7351.35,60429.91
2432,Employee_296,Marketing,Marketing Manager,106087.73,2.47,188.97,14917.92,14937.59,106257.03
2433,Employee_489,Finance,Accountant,64463.64,0.33,15.34,1909.44,8345.88,58042.54
2434,Employee_364,Sales,Sales Executive,72791.65,19.8,1039.38,12431.27,5413.78,80848.52
2435,Employee_15,Engineering,Software Engineer,122777.59,18.17,1608.8,23659.23,15558.29,132487.33
2436,Employee_12,Marketing,SEO Specialist,69282.08,9.33,466.16,11412.39,9357.96,71802.67
2437,Employee_388,Customer Support,Customer Success Manager,69913.65,13.5,680.65,8439.84,8066.3,70967.84
2438,Employee_382,Product,Product Manager,135705.15,9.12,892.52,4438.94,19166.22,121870.39
2439,Employee_103,Marketing,SEO Specialist,86342.95,12.13,755.29,10575.06,12428.94,85244.36
2440,Employee_104,Finance,Financial Analyst,71175.06,15.73,807.39,4330.85,8987.25,67326.05
2441,Employee_68,Finance,Financial Analyst,82135.3,17.78,1053.15,13623.28,6716.96,90094.77
2442,Employee_101,Engineering,Data Scientist,120989.36,19.44,1696.18,19714.33,13458.52,128941.35
2443,Employee_388,Customer Support,Customer Success Manager,69913.65,0.51,25.71,13899.46,8961.52,74877.3
2444,Employee_256,Marketing,SEO Specialist,61828.07,1.78,79.37,4006.62,3821.67,62092.39
2445,Employee_187,Product,UI/UX Designer,96225.14,12.9,895.17,5653.54,10065.2,92708.65
2446,Employee_385,Finance,Accountant,70656.37,4.53,230.82,2451.39,5229.7,68108.88
2447,Employee_363,Engineering,DevOps Engineer,107611.44,12.0,931.25,19785.57,9374.8,118953.46
2448,Employee_450,Finance,Financial Analyst,72120.55,16.01,832.68,11514.09,4751.07,79716.25
2449,Employee_94,Sales,Sales Executive,94959.67,7.45,510.18,9664.52,12320.2,92814.17
2450,Employee_391,Customer Support,Support Specialist,67578.87,12.76,621.86,751.09,3831.53,65120.29
2451,Employee_353,Finance,Accountant,82442.37,18.95,1126.65,10879.06,7968.13,86479.95
2452,Employee_22,Sales,Sales Executive,75421.28,0.99,53.85,708.86,10892.12,65291.87
2453,Employee_9,Sales,Account Manager,105338.79,9.62,730.79,7407.35,11952.32,101524.61
2454,Employee_288,Sales,Sales Executive,118089.64,11.6,987.87,6739.11,9273.61,116543.01
2455,Employee_137,HR,HR Manager,86105.93,19.57,1215.21,5330.02,12722.76,79928.4
2456,Employee_124,Finance,Accountant,70677.48,17.83,908.78,9802.78,7247.42,74141.62
2457,Employee_271,Marketing,Marketing Manager,96974.79,8.47,592.34,19002.66,12764.15,103805.64
2458,Employee_169,Engineering,Software Engineer,129605.63,6.4,598.18,3696.2,16680.79,117219.22
2459,Employee_185,Customer Support,Support Specialist,60047.4,0.71,30.75,1195.01,4906.95,56366.21
2460,Employee_124,Finance,Accountant,70677.48,6.48,330.28,4338.04,8078.62,67267.18
2461,Employee_219,Product,Product Manager,122353.56,11.02,972.36,2548.21,12736.66,113137.47
2462,Employee_212,Finance,Financial Analyst,86256.69,19.22,1195.57,7579.73,5930.17,89101.82
2463,Employee_19,Engineering,DevOps Engineer,105789.24,15.7,1197.76,4571.89,12999.51,98559.38
2464,Employee_411,Marketing,SEO Specialist,87708.74,19.63,1241.63,9628.38,10139.91,88438.84
2465,Employee_321,Sales,Sales Executive,87841.57,14.43,914.1,5981.8,12895.38,81842.09
2466,Employee_237,Marketing,SEO Specialist,61916.05,5.4,241.12,4100.28,6311.91,59945.54
2467,Employee_286,Engineering,Data Scientist,142446.53,12.11,1244.01,16548.22,12158.19,148080.57
2468,Employee_490,Engineering,Data Scientist,153047.74,13.99,1544.09,18653.11,21909.67,151335.27
2469,Employee_96,Sales,Account Manager,105616.84,17.26,1314.62,15419.36,9261.77,113089.05
2470,Employee_238,Marketing,SEO Specialist,71757.68,0.54,27.94,4327.15,5728.66,70384.11
2471,Employee_171,Marketing,SEO Specialist,66355.47,17.61,842.68,1052.49,7264.31,60986.33
2472,Employee_470,Finance,Accountant,71064.5,2.51,128.63,12250.24,9598.02,73845.35
2473,Employee_483,HR,Recruiter,75872.64,2.28,124.75,6896.49,11007.72,71886.16
2474,Employee_202,Engineering,Data Scientist,114994.97,4.78,396.4,20244.26,13175.86,122459.77
2475,Employee_45,Marketing,SEO Specialist,78414.73,7.67,433.73,4572.45,8039.41,75381.5
2476,Employee_81,Marketing,Marketing Manager,85981.08,1.82,112.85,10033.36,7685.09,88442.2
2477,Employee_404,Sales,Account Manager,100088.29,20.0,1443.58,2185.75,9577.72,94139.9
2478,Employee_125,Sales,Sales Executive,103004.58,12.07,896.59,17498.28,9198.22,112201.23
2479,Employee_10,Product,Product Manager,141596.14,1.25,127.64,6338.82,12797.94,135264.66
2480,Employee_186,Product,Product Manager,117465.53,3.41,288.86,746.69,16632.98,101868.1
2481,Employee_338,HR,HR Manager,92308.14,15.74,1047.79,3950.13,9418.98,87887.08
2482,Employee_484,Engineering,Software Engineer,101671.36,7.86,576.3,15148.49,10280.36,107115.79
2483,Employee_170,Product,Product Manager,119576.64,0.66,56.91,17058.52,11067.48,125624.59
2484,Employee_162,Engineering,Data Scientist,150203.33,9.73,1053.95,15171.53,21759.75,144669.06
2485,Employee_452,Product,UI/UX Designer,106873.4,3.91,301.35,2518.9,8728.15,100965.5
2486,Employee_480,Sales,Account Manager,89648.01,11.2,724.08,16791.39,8957.09,98206.39
2487,Employee_144,Sales,Sales Executive,91813.2,9.12,603.85,10927.15,12247.38,91096.82
2488,Employee_371,Marketing,SEO Specialist,86255.93,19.89,1237.23,10180.46,9618.98,88054.64
2489,Employee_395,HR,HR Manager,83509.64,7.83,471.55,16095.42,4298.14,95778.47
2490,Employee_54,Engineering,Software Engineer,118746.07,15.02,1286.23,1033.5,11712.37,109353.43
2491,Employee_347,Customer Support,Support Specialist,61415.44,3.68,162.99,10730.23,8653.95,63654.71
2492,Employee_440,Product,Product Manager,139445.26,6.26,629.51,15890.28,7076.02,148889.03
2493,Employee_166,Marketing,Marketing Manager,105627.26,3.85,293.27,20712.61,10579.47,116053.67
2494,Employee_288,Sales,Sales Executive,118089.64,0.56,47.69,2504.75,13903.98,106738.1
2495,Employee_185,Customer Support,Support Specialist,60047.4,13.42,581.13,5272.75,4625.17,61276.11
2496,Employee_325,Finance,Financial Analyst,75453.15,16.65,905.98,9673.13,6628.08,79404.18
2497,Employee_402,Finance,Accountant,77229.31,1.87,104.15,3328.55,6728.67,73933.34
2498,Employee_277,Customer Support,Customer Success Manager,88147.67,16.14,1025.99,12108.24,5087.99,96193.91
2499,Employee_161,HR,HR Manager,94480.35,17.22,1173.28,17792.36,12714.28,100731.71
2500,Employee_124,Finance,Accountant,70677.48,1.27,64.73,631.26,6770.41,64603.06
2501,Employee_377,Product,UI/UX Designer,109223.29,19.28,1518.62,17854.66,10865.37,117731.2
2502,Employee_141,Engineering,DevOps Engineer,130335.45,0.46,43.24,9941.41,18899.9,121420.2
2503,Employee_224,Engineering,Data Scientist,113824.7,12.4,1017.86,3019.71,11894.11,105968.16
2504,Employee_403,Customer Support,Customer Success Manager,65946.59,1.63,77.52,1218.36,6058.49,61183.98
2505,Employee_178,Product,Product Manager,137275.37,0.84,83.16,19267.73,11698.05,144928.21
2506,Employee_167,Sales,Account Manager,94833.76,16.83,1151.0,16153.39,12054.15,100084.0
2507,Employee_123,Product,Product Manager,133295.48,19.83,1906.19,1062.26,8647.7,127616.23
2508,Employee_44,Marketing,SEO Specialist,62030.7,6.72,300.61,3383.21,7367.99,58346.53
2509,Employee_63,Sales,Sales Executive,80560.98,1.26,73.2,5683.08,8067.9,78249.36
2510,Employee_372,Marketing,SEO Specialist,77627.79,17.98,1006.55,888.98,7234.55,72288.77
2511,Employee_422,Engineering,DevOps Engineer,115836.27,8.54,713.4,11163.09,10255.19,117457.57
2512,Employee_5,Marketing,SEO Specialist,63367.25,9.3,424.99,9064.33,7123.49,65733.08
2513,Employee_122,Product,Product Manager,148996.86,14.64,1573.06,13269.15,10616.2,153222.87
2514,Employee_196,Marketing,Marketing Manager,88603.71,14.36,917.56,12695.41,8082.71,94133.97
2515,Employee_326,Finance,Financial Analyst,83183.57,9.52,571.09,15868.54,9690.54,89932.66
2516,Employee_326,Finance,Financial Analyst,83183.57,4.6,275.95,731.09,6388.7,77801.91
2517,Employee_44,Marketing,SEO Specialist,62030.7,15.52,694.27,3249.22,3483.58,62490.61
2518,Employee_265,HR,Recruiter,79732.32,7.29,419.17,221.79,9599.34,70773.94
2519,Employee_128,Sales,Account Manager,80526.55,2.82,163.76,13743.57,7340.29,87093.59
2520,Employee_417,Product,UI/UX Designer,111143.5,4.65,372.7,5281.92,15928.04,100870.08
2521,Employee_340,Customer Support,Customer Success Manager,68395.27,11.59,571.66,8200.45,4744.21,72423.17
2522,Employee_20,Marketing,Marketing Manager,100733.96,15.67,1138.34,18776.37,7531.33,113117.34
2523,Employee_231,Customer Support,Customer Success Manager,77892.29,7.55,424.1,7621.05,4504.76,81432.68
2524,Employee_145,Marketing,SEO Specialist,86015.97,19.39,1202.78,2251.91,5971.99,83498.67
